ts_code,20230801,20230802,20230803,20230804,20230807,20230808,20230809,20230810,20230811
000016.SZ,0.0,0.0063419999999999995,0.002101,-0.002096,-0.004202,-0.006329,-0.008493,-0.004283,-0.017204
000026.SZ,-0.002425,-0.006483,-0.0065249999999999996,-0.010672999999999998,-0.024066,0.007653,-0.022785000000000003,0.0,-0.020724999999999997
000030.SZ,-0.014388000000000001,0.012774,-0.012613000000000001,-0.00365,0.003663,-0.00365,-0.023809999999999998,-0.011257,-0.01518
000058.SZ,-0.008708,0.004392,0.005830999999999999,-0.008696,-0.005848,-0.014705999999999999,-0.010447999999999999,0.003017,-0.009023
000061.SZ,0.019746,-0.0013830000000000001,-0.0013850000000000002,-0.019417,0.002829,-0.0042309999999999995,-0.014164000000000001,-0.0057469999999999995,-0.014451
000078.SZ,0.003115,-0.0062109999999999995,0.015625,-0.006154,-0.012384,0.00627,0.009346,-0.009259,0.003115
000156.SZ,-0.004499,-0.00791,0.0,0.017084,0.016797,0.007709000000000001,-0.013115000000000002,-0.009967,-0.020134
000407.SZ,0.005249,0.0,-0.002611,-0.007853,-0.010554,-0.005333,-0.010724000000000001,0.03794,-0.039164
000415.SZ,0.020492,0.040160999999999995,0.011583000000000001,0.022900999999999998,0.029851000000000003,0.028986,-0.010563,-0.024911,-0.00365
000426.SZ,-0.008602,-0.005423,-0.02181,-0.026756000000000002,0.010308999999999999,0.034014,-0.009868,0.013289,-0.014208
000505.SZ,-0.016908,-0.009828,0.008685,-0.00984,0.039752,-0.014336999999999999,-0.015758,0.008621,-0.030525000000000004
000528.SZ,0.010013000000000001,0.0024779999999999997,-0.0012360000000000001,-0.019802,-0.007576,0.0012720000000000001,-0.026684,0.003916,-0.024707
000541.SZ,0.0161,0.005282,-0.005254,-0.001761,-0.0052910000000000006,0.001773,-0.010619,-0.001789,-0.016129
000551.SZ,-0.040187,0.0019470000000000002,-0.015549,0.011846,-0.016585000000000003,-0.00496,-0.007976,-0.00603,-0.010111000000000002
000553.SZ,0.004619,0.002299,-0.010321,0.001159,-0.015045999999999999,-0.003525,-0.011792,0.002387,-0.010714
000554.SZ,0.013605,-0.008389,-0.011843999999999999,-0.001712,-0.003431,0.005163999999999999,-0.015411,0.029565,-0.023649
000601.SZ,0.015283999999999999,-0.006452,0.006494,-0.017204,0.004376,0.0,-0.010893,0.0,-0.026432
000612.SZ,0.017208,-0.003759,-0.001887,0.0,0.005671000000000001,-0.003759,-0.009434,-0.00381,-0.015296
000636.SZ,0.0031269999999999996,-0.001247,-0.007491,0.0,-0.007547000000000001,-0.011407,-0.020513,0.008508,-0.016872
000639.SZ,0.014705999999999999,-0.004141000000000001,0.027027000000000002,-0.030364,0.0,-0.008350999999999999,-0.010526,0.004255,-0.019068
000652.SZ,-0.006565,-0.002203,0.002208,0.008811,-0.021834,-0.013392999999999999,0.0,-0.004525,0.015909
000666.SZ,-0.006054,0.005076000000000001,0.015152,0.00995,-0.011822999999999998,-0.016949000000000002,-0.01927,0.0031019999999999997,0.024742
000720.SZ,0.002033,0.0020280000000000003,0.0,-0.004049,-0.00813,-0.006148,-0.010308999999999999,0.014582999999999999,-0.020534
000727.SZ,0.026087,0.021185999999999997,-0.020747,0.0,-0.008475,-0.012821,-0.012987,0.004386,-0.017467
000761.SZ,0.016471,0.0046300000000000004,-0.004608,-0.013889,-0.009389999999999999,-0.016588000000000002,-0.012048000000000001,-0.002439,-0.02445
000766.SZ,-0.012658,-0.003663,0.066176,-0.025862,0.0070799999999999995,0.079086,-0.027687,-0.008375,-0.013514
000791.SZ,0.02139,-0.006981,0.005272,-0.008741,0.0052910000000000006,0.008772,-0.01913,0.007092,-0.008803
000800.SZ,-0.009709,0.005447,-0.001083,0.0032540000000000004,-0.003243,-0.009760999999999999,-0.014239,0.004444,-0.028761000000000002
000801.SZ,-0.011429,-0.0028899999999999998,-0.010145,0.007320999999999999,-0.0029070000000000003,-0.005830999999999999,-0.010264,0.0014810000000000001,-0.029586
000823.SZ,-0.002107,0.00528,-0.0031509999999999997,0.0031609999999999997,-0.009454,-0.006363,-0.012806999999999999,0.002162,-0.01726
000881.SZ,0.004884,-0.00243,0.0024360000000000002,-0.0060750000000000005,-0.018337000000000003,-0.004981,-0.008761,0.0,-0.013889
000899.SZ,0.010193,-0.016816,-0.005701,-0.006881000000000001,-0.001155,-0.009249,-0.011669,0.007084,-0.023447
000900.SZ,0.0068969999999999995,0.0,-0.004566,0.0,-0.016055,-0.006993,-0.0070420000000000005,0.011819999999999999,-0.018692
000901.SZ,-0.005792,-0.0038829999999999997,-0.005848,0.006863,-0.013632,-0.001974,-0.02275,0.0010119999999999999,-0.021234000000000003
000903.SZ,0.0,0.019084,-0.014981,-0.003802,-0.0038169999999999996,-0.007663,-0.011583000000000001,0.101563,0.056738
000912.SZ,0.0,-0.004158,-0.0062629999999999995,-0.010504,-0.008493,0.004283,-0.008529,0.010752999999999999,-0.021277
000931.SZ,0.0033,0.0032890000000000003,0.0032790000000000002,0.0032679999999999996,-0.014658,-0.003306,0.003317,-0.001653,-0.006623
000949.SZ,0.0029149999999999996,0.0029070000000000003,0.0,-0.017391,-0.011798999999999999,0.00597,-0.011869000000000001,0.006006,-0.014924999999999999
000958.SZ,0.004386,0.0,0.0131,0.012931,-0.021277,-0.002174,-0.013071999999999999,0.00883,-0.021882000000000002
000967.SZ,0.0,-0.007752,-0.007813,0.0,-0.009843,-0.011928000000000001,-0.008048,0.010142,-0.02008
000968.SZ,0.002506,-0.01125,-0.0012640000000000001,-0.006329,-0.005096000000000001,0.008963,-0.015227999999999998,0.063144,-0.06303
000969.SZ,0.015168,0.045891,-0.042857000000000006,0.041578,0.009212,0.024340999999999998,-0.037624,-0.009259,-0.031153
000973.SZ,0.006397000000000001,0.0021190000000000002,-0.008457,-0.006397000000000001,-0.006438,0.008639,-0.025696,0.008791,-0.013071999999999999
001313.SZ,-0.004571,-0.004592,0.012686999999999999,-0.017084,0.00927,0.016073,-0.013559000000000002,-0.0034360000000000003,-0.022989000000000002
001896.SZ,0.014767999999999998,-0.004158,0.002088,-0.008333,-0.004202,-0.008439,-0.014894000000000001,0.00216,-0.012931
002004.SZ,-0.001912,-0.0038309999999999998,-0.003846,0.001931,-0.019268,0.007859,-0.001949,0.001953,-0.015595000000000001
002032.SZ,0.013996999999999999,0.002169,-0.000394,0.000394,0.0062970000000000005,0.00528,-0.014589000000000001,-0.015593999999999998,-0.005214
002042.SZ,0.009174,-0.0030299999999999997,0.0,-0.015198,-0.009259,-0.003115,-0.00625,0.006289,-0.015625
002054.SZ,0.00411,-0.04502,0.004286,-0.004267,-0.015714,0.013062,-0.002865,0.0,-0.015805
002067.SZ,0.002778,0.005540000000000001,-0.00551,-0.011080000000000001,-0.008403,-0.00565,-0.005682,0.008571,-0.014164000000000001
002075.SZ,0.023585,0.0,0.0,-0.011520999999999998,-0.016316999999999998,-0.007109,-0.002387,-0.004785,-0.014422999999999998
002087.SZ,0.033493,-0.013889,0.009389999999999999,-0.013953,-0.004717,0.037915000000000004,0.013699,0.036036,0.008696
002097.SZ,0.028485999999999997,0.004373,-0.018868,-0.005917,-0.011904999999999999,-0.01506,-0.007645,0.0015409999999999998,-0.032307999999999996
002099.SZ,-0.0025280000000000003,-0.017744,0.029677,-0.005013,-0.015113000000000001,0.012787999999999999,0.020202,-0.007426,-0.011222000000000001
002106.SZ,0.0034599999999999995,0.012643999999999999,-0.009081,0.008017999999999999,-0.007955,-0.010308999999999999,-0.012731,0.003517,-0.021027999999999998
002111.SZ,-0.00639,0.003215,-0.00641,0.005376,-0.014973,-0.010858000000000001,-0.003293,0.007709000000000001,-0.014208
002161.SZ,-0.0018520000000000001,0.011132,-0.00367,0.016575,-0.003623,-0.005455,-0.010969,0.005545,-0.036765
002165.SZ,-0.0023150000000000002,0.00464,-0.002309,-0.013889,-0.011737,0.011876,-0.011737,0.011876,-0.021126999999999996
